tsne_1,tsne_2,split,target,perplexity
72.74898,10.230243,train,non-churn,10.0
47.470802,-28.831173,train,non-churn,10.0
52.32106,-30.774734,train,non-churn,10.0
80.04569,15.77164,train,non-churn,10.0
51.329876,3.6449232,train,non-churn,10.0
54.194862,-1.2321159,train,non-churn,10.0
0.22466159,-21.210226,train,churn,10.0
-43.055878,11.796259,train,non-churn,10.0
-30.997461,20.33019,train,churn,10.0
50.744495,12.027482,train,non-churn,10.0
69.68498,11.916859,train,non-churn,10.0
-31.893826,-52.946323,train,non-churn,10.0
9.651587,-24.678446,train,churn,10.0
41.826042,-12.074238,train,non-churn,10.0
-35.99238,17.568527,train,non-churn,10.0
-39.639645,-49.10068,train,churn,10.0
73.240944,2.8045902,train,non-churn,10.0
5.7074056,28.470562,train,churn,10.0
-10.014383,-1.1946405,train,non-churn,10.0
77.289696,-2.6479821,train,churn,10.0
13.28173,-28.962864,train,churn,10.0
-40.115166,1.442179,train,non-churn,10.0
-2.4197283,-31.435396,train,non-churn,10.0
-55.145752,41.07911,train,non-churn,10.0
-26.799763,23.04369,train,non-churn,10.0
-44.47939,3.9823723,train,non-churn,10.0
81.850105,-13.8917055,train,non-churn,10.0
-70.54856,-31.467422,train,churn,10.0
-61.952763,0.636405,train,non-churn,10.0
-42.94555,-21.224283,train,non-churn,10.0
-22.018057,-33.335068,train,non-churn,10.0
-49.87887,0.38966575,train,non-churn,10.0
15.443848,32.56665,train,non-churn,10.0
-16.7778,-17.86948,train,non-churn,10.0
-5.2526817,-27.207054,train,non-churn,10.0
61.60692,1.8117434,train,non-churn,10.0
-1.2903936,-22.71177,train,churn,10.0
-21.496456,-14.244446,train,non-churn,10.0
-31.816149,-51.86142,train,non-churn,10.0
-47.684708,-18.814066,train,non-churn,10.0
-48.04204,33.842537,train,non-churn,10.0
-61.74796,-22.346458,train,non-churn,10.0
-8.58697,24.861288,train,non-churn,10.0
64.338,-12.215945,train,non-churn,10.0
11.033314,48.91416,train,non-churn,10.0
70.36085,12.700693,train,non-churn,10.0
-31.99685,56.077957,train,churn,10.0
7.166612,20.475235,train,non-churn,10.0
65.01185,3.7776575,train,non-churn,10.0
91.46321,7.064694,train,non-churn,10.0
53.001724,-10.271851,train,churn,10.0
5.362382,65.075806,train,non-churn,10.0
-6.35597,29.33141,train,non-churn,10.0
34.027,-13.444959,train,churn,10.0
3.8145928,-6.599685,train,non-churn,10.0
-50.924694,46.056564,train,non-churn,10.0
-10.060842,12.018417,train,non-churn,10.0
-38.9068,29.697233,train,non-churn,10.0
68.1388,-9.296866,train,non-churn,10.0
-42.81925,42.73695,train,non-churn,10.0
-23.689701,48.81857,train,non-churn,10.0
48.412308,2.2343457,train,non-churn,10.0
-43.310047,-45.438976,train,non-churn,10.0
16.462088,3.7245097,train,churn,10.0
42.25565,-8.125817,train,non-churn,10.0
-33.70339,-6.3118443,train,non-churn,10.0
-48.55385,27.760653,train,non-churn,10.0
-11.005274,55.15935,train,non-churn,10.0
23.891829,55.830006,train,non-churn,10.0
-11.063207,-17.9645,train,non-churn,10.0
-64.04256,-21.098866,train,non-churn,10.0
-4.8231072,-4.6897655,train,non-churn,10.0
-18.773787,-22.24214,train,non-churn,10.0
59.03133,-20.548454,train,non-churn,10.0
44.059654,-20.450684,train,non-churn,10.0
16.593801,33.598953,train,non-churn,10.0
-42.470142,47.05216,train,non-churn,10.0
-56.041615,-17.47828,train,non-churn,10.0
-14.31528,-11.332864,train,churn,10.0
-63.599422,33.394833,train,churn,10.0
17.504951,2.7867208,train,churn,10.0
-30.710764,25.342283,train,non-churn,10.0
27.987576,34.06486,train,non-churn,10.0
-51.01499,-22.443188,train,non-churn,10.0
78.8265,18.988035,train,non-churn,10.0
-8.037357,-25.704494,train,non-churn,10.0
-55.968777,-48.84538,train,non-churn,10.0
81.79496,-13.788499,train,non-churn,10.0
-9.797024,-18.266865,test,non-churn,10.0
-66.17384,16.89715,test,churn,10.0
6.5084896,33.598274,test,churn,10.0
-15.966622,1.8798064,test,non-churn,10.0
-52.91831,35.10249,test,non-churn,10.0
41.83901,0.06151287,test,non-churn,10.0
-79.1927,0.6031164,test,non-churn,10.0
13.583929,1.5306998,test,churn,10.0
-54.606377,13.890156,test,non-churn,10.0
-40.765774,45.124245,test,non-churn,10.0
42.565136,24.871956,test,non-churn,10.0
-50.521744,-31.871712,test,non-churn,10.0
-40.176067,29.205826,test,non-churn,10.0
69.320244,-21.76625,test,non-churn,10.0
-13.806268,-41.18381,test,churn,10.0
-31.731325,-15.602871,test,non-churn,10.0
-10.39199,48.886364,test,churn,10.0
-47.19266,-38.251556,test,non-churn,10.0
-2.6036232,50.697826,test,non-churn,10.0
67.21294,16.76738,test,non-churn,10.0
59.153996,11.74418,test,non-churn,10.0
-4.4589243,4.553266,test,non-churn,10.0
0.8714851,16.283718,test,non-churn,10.0
7.0884423,19.336178,test,non-churn,10.0
-22.743486,-24.90886,test,non-churn,10.0
6.0313168,-9.890838,test,non-churn,10.0
-40.410484,-19.95547,test,non-churn,10.0
-5.7301755,40.319633,test,non-churn,10.0
-13.309401,25.25293,test,non-churn,10.0
-8.190057,10.673716,test,non-churn,10.0
42.18347,9.98565,test,non-churn,10.0
-17.47709,17.996435,test,non-churn,10.0
-56.607048,-13.213425,test,non-churn,10.0
-31.049997,-31.873838,test,non-churn,10.0
-51.16085,0.16974945,test,non-churn,10.0
-10.273784,-33.919525,test,churn,10.0
15.379493,24.279821,test,non-churn,10.0
22.464182,54.903667,test,non-churn,10.0
0.35183,-1.9651289,test,non-churn,10.0
28.655201,-34.408325,test,non-churn,10.0
76.17276,7.2531624,test,non-churn,10.0
23.844206,11.199239,test,churn,10.0
-5.791629,-4.732868,test,non-churn,10.0
20.673283,-2.398095,test,non-churn,10.0
84.15055,19.320486,test,non-churn,10.0
59.85458,-28.82981,test,non-churn,10.0
34.87136,-1.9064393,test,non-churn,10.0
-50.248943,46.82872,test,churn,10.0
-55.318836,-24.851105,test,non-churn,10.0
-9.716935,-34.330242,test,non-churn,10.0
48.76876,11.996381,test,non-churn,10.0
11.916361,30.376112,test,non-churn,10.0
63.48218,12.642883,test,churn,10.0
-21.193325,-34.82319,test,non-churn,10.0
-9.162079,7.851534,test,non-churn,10.0
62.536884,-25.257662,test,non-churn,10.0
-42.53276,18.87577,test,churn,10.0
89.58431,-6.9428053,test,non-churn,10.0
53.715946,29.00413,test,churn,10.0
-25.33465,16.481333,test,non-churn,10.0
-17.872894,-67.94989,test,churn,10.0
-28.191614,-67.593254,test,churn,10.0
-28.687624,-31.933931,test,churn,10.0
67.55207,-27.475056,test,non-churn,10.0
-19.3822,22.321207,test,non-churn,10.0
-44.811962,9.836593,test,churn,10.0
-71.56481,-31.351469,test,non-churn,10.0
-41.360874,-24.630335,test,non-churn,10.0
-23.182978,47.056698,test,non-churn,10.0
-1.0867941,-31.44555,test,non-churn,10.0
43.65401,-7.2561955,test,non-churn,10.0
-8.921638,10.347639,test,non-churn,10.0
-42.75391,53.64149,test,non-churn,10.0
-48.356533,10.887948,test,non-churn,10.0
28.900759,-34.35924,test,churn,10.0
70.152855,-0.59763104,test,non-churn,10.0
-16.68599,2.931165,test,non-churn,10.0
22.760502,-35.808147,test,non-churn,10.0
-46.00246,-4.8841267,test,non-churn,10.0
57.67686,-14.146826,test,non-churn,10.0
-31.946964,-49.36346,test,non-churn,10.0
-20.052475,-35.80228,test,non-churn,10.0
1.7613113,7.048435,test,non-churn,10.0
-54.08377,42.603523,test,non-churn,10.0
68.840675,33.767162,test,non-churn,10.0
-54.933712,41.264584,test,non-churn,10.0
-27.906475,-3.4219835,test,non-churn,10.0
48.21763,-29.665462,test,non-churn,10.0
-19.66071,3.8612719,test,non-churn,10.0
-16.156946,45.376328,test,non-churn,10.0
59.10039,-20.77793,test,non-churn,10.0
60.85093,38.374992,test,non-churn,10.0
40.59019,-27.313156,test,non-churn,10.0
-10.472148,2.2309306,test,non-churn,10.0
-77.77518,-32.438046,test,non-churn,10.0
-47.301517,20.630009,test,non-churn,10.0
-70.52665,5.000306,test,churn,10.0
51.178875,8.631433,test,non-churn,10.0
18.332804,-9.629967,test,churn,10.0
66.55815,22.230543,test,non-churn,10.0
-1.0979854,-3.8152497,test,churn,10.0
-37.601677,32.016026,test,non-churn,10.0
-81.63728,-12.465359,test,non-churn,10.0
63.76512,-32.512123,test,non-churn,10.0
-7.6220784,46.592896,test,non-churn,10.0
19.518282,28.716959,test,non-churn,10.0
66.380104,0.3224188,test,non-churn,10.0
-11.031153,46.296825,test,non-churn,10.0
41.133396,17.588089,test,non-churn,10.0
18.909367,55.982113,test,churn,10.0
43.709705,28.5787,test,churn,10.0
-20.786121,-47.64301,test,non-churn,10.0
-49.27828,34.084427,test,non-churn,10.0
62.29322,20.77836,test,non-churn,10.0
-15.338963,24.50497,test,churn,10.0
23.045063,33.98568,test,churn,10.0
47.69171,2.0501573,test,non-churn,10.0
-43.972443,44.969166,test,non-churn,10.0
-23.46703,27.992392,test,non-churn,10.0
-4.1105437,37.105167,test,non-churn,10.0
59.49976,-2.6989193,test,non-churn,10.0
-8.654047,-22.748758,test,non-churn,10.0
-13.692693,53.39119,test,non-churn,10.0
72.82869,-5.467903,test,churn,10.0
93.7371,-5.9060097,test,non-churn,10.0
-36.099823,53.68329,test,non-churn,10.0
78.33939,30.406277,test,non-churn,10.0
-9.828024,-61.828278,test,non-churn,10.0
18.86961,45.38951,test,non-churn,10.0
1.4405615,7.5042324,test,non-churn,10.0
52.373505,-32.032566,test,non-churn,10.0
50.935135,20.733059,test,non-churn,10.0
2.3226097,38.52526,test,churn,10.0
-55.72173,23.709717,test,non-churn,10.0
18.84428,59.501972,test,churn,10.0
70.41558,-12.218323,test,non-churn,10.0
-33.00592,32.28866,test,non-churn,10.0
81.06616,-17.616327,test,non-churn,10.0
42.460495,13.352172,test,non-churn,10.0
23.621084,48.559784,test,non-churn,10.0
-29.325663,24.044453,test,non-churn,10.0
-38.80289,-7.8786383,test,non-churn,10.0
-22.00108,2.4911115,test,non-churn,10.0
-25.29175,-14.569349,test,non-churn,10.0
-5.3124433,52.493526,test,non-churn,10.0
-21.759,-29.883757,test,non-churn,10.0
91.76396,20.964962,test,non-churn,10.0
-62.92287,-7.6041007,test,non-churn,10.0
57.014366,23.01276,test,non-churn,10.0
21.672108,2.0519528,test,non-churn,10.0
12.350247,-38.650494,test,non-churn,10.0
-3.0566807,-10.495022,test,non-churn,10.0
54.27026,-1.2233912,test,non-churn,10.0
-13.316998,-38.554077,test,non-churn,10.0
-73.36387,-34.249336,test,churn,10.0
53.499214,30.103998,test,churn,10.0
-33.41333,24.157356,test,non-churn,10.0
72.64476,20.128525,test,non-churn,10.0
90.39451,9.677296,test,non-churn,10.0
-31.277384,-53.587914,test,non-churn,10.0
-18.616428,-5.3440285,test,non-churn,10.0
70.84921,23.128027,test,non-churn,10.0
84.59383,-13.136589,test,non-churn,10.0
54.016197,31.325493,test,churn,10.0
-31.25132,-16.067362,test,non-churn,10.0
-72.99041,-31.168987,test,non-churn,10.0
69.72654,-33.528946,test,non-churn,10.0
45.457653,-24.10448,test,non-churn,10.0
95.68585,-14.338326,test,non-churn,10.0
-3.3455794,-15.140194,test,non-churn,10.0
-63.01923,14.688853,test,churn,10.0
-24.305628,-44.28525,test,non-churn,10.0
39.209076,4.581904,test,non-churn,10.0
-43.911613,-37.711155,test,non-churn,10.0
-48.07125,-8.747209,test,non-churn,10.0
-24.768385,21.845383,test,churn,10.0
-64.87309,21.218092,test,non-churn,10.0
72.12253,23.061195,test,non-churn,10.0
67.98802,-28.890093,test,non-churn,10.0
9.54425,-14.499848,test,churn,10.0
34.46774,-18.76976,test,non-churn,10.0
-61.853912,-31.731768,test,non-churn,10.0
96.687256,-6.829156,test,non-churn,10.0
-69.0918,-16.213896,test,non-churn,10.0
69.28715,23.868927,test,non-churn,10.0
-36.7808,-8.969464,test,non-churn,10.0
-62.239483,-37.932827,test,non-churn,10.0
81.620384,-7.031772,test,non-churn,10.0
-51.636864,4.5851984,test,non-churn,10.0
-75.17589,20.20333,test,non-churn,10.0
0.060431268,0.7462998,test,non-churn,10.0
-55.55298,-13.012792,test,non-churn,10.0
-1.4173299,9.384869,test,non-churn,10.0
-34.311256,49.192368,test,non-churn,10.0
59.875538,4.933133,test,non-churn,10.0
16.566614,-3.6279874,test,non-churn,10.0
63.932293,13.535878,test,non-churn,10.0
12.444014,48.201324,test,non-churn,10.0
52.35276,-4.6509333,test,non-churn,10.0
65.03606,3.765082,test,non-churn,10.0
6.023855,-28.592836,test,non-churn,10.0
92.420135,2.2307253,test,churn,10.0
-12.9682045,21.350784,test,non-churn,10.0
-61.904835,3.6787555,test,churn,10.0
5.8478017,41.05592,test,non-churn,10.0
55.3306,19.588844,test,non-churn,10.0
8.007228,-17.808395,test,non-churn,10.0
76.06901,-6.845854,test,non-churn,10.0
-73.927284,26.443771,test,non-churn,10.0
-10.092452,-39.954906,test,non-churn,10.0
-44.172886,-27.729805,test,non-churn,10.0
-22.19326,29.062185,test,non-churn,10.0
26.923906,44.26644,test,non-churn,10.0
87.97595,-17.891554,test,non-churn,10.0
-50.98026,17.929867,test,non-churn,10.0
8.353514,42.299557,test,non-churn,10.0
-14.892828,-36.254585,test,non-churn,10.0
17.01675,-14.109907,test,non-churn,10.0
16.61093,-27.453915,test,non-churn,10.0
6.53715,-50.544,test,non-churn,10.0
-31.280651,34.659027,test,non-churn,10.0
38.577953,-10.542219,test,non-churn,10.0
13.510121,44.882694,test,non-churn,10.0
-37.56948,38.38361,test,non-churn,10.0
62.501545,-35.744587,test,non-churn,10.0
-61.895008,-2.6877544,test,churn,10.0
11.745269,27.068348,test,churn,10.0
6.16672,9.696952,test,non-churn,10.0
18.707539,22.755888,test,non-churn,10.0
3.2169888,22.451962,test,non-churn,10.0
-52.782322,51.788284,test,non-churn,10.0
15.4822645,16.316723,test,non-churn,10.0
43.545902,26.19347,test,non-churn,10.0
-14.510475,-52.973,test,non-churn,10.0
-48.24267,28.336609,test,non-churn,10.0
-34.60677,-22.75779,test,non-churn,10.0
-31.73559,-52.44797,test,non-churn,10.0
-29.236479,3.4466598,test,non-churn,10.0
15.730586,5.963111,test,churn,10.0
-50.055344,-8.91807,test,non-churn,10.0
55.10453,-32.47194,test,non-churn,10.0
-40.256683,-1.9741526,test,non-churn,10.0
81.22577,-7.834052,test,non-churn,10.0
-7.3638744,-31.660973,test,non-churn,10.0
8.967188,-38.074142,test,non-churn,10.0
3.126137,27.552639,test,non-churn,10.0
8.384101,60.639164,test,non-churn,10.0
9.269296,-7.0636787,test,non-churn,10.0
16.905294,-59.802982,test,non-churn,10.0
-55.35354,6.873189,test,non-churn,10.0
-47.829224,22.596651,test,non-churn,10.0
-75.35735,16.889986,test,non-churn,10.0
53.82972,33.054337,test,churn,10.0
-28.28714,-66.19535,test,non-churn,10.0
49.66437,-1.5875582,test,non-churn,10.0
53.348198,14.812306,test,non-churn,10.0
85.36652,-22.275736,test,non-churn,10.0
9.3994465,-45.556263,test,non-churn,10.0
10.327917,38.362015,test,non-churn,10.0
44.90287,28.773182,test,non-churn,10.0
7.266291,33.933537,test,non-churn,10.0
81.56773,3.4156814,test,non-churn,10.0
-15.859027,8.110201,test,non-churn,10.0
-17.81107,8.806253,test,non-churn,10.0
4.7882085,-17.072796,test,non-churn,10.0
-10.480743,30.373945,test,non-churn,10.0
-19.852709,26.153883,test,non-churn,10.0
56.274704,-8.187364,test,non-churn,10.0
19.42827,38.279232,test,non-churn,10.0
-21.173738,-10.110744,test,non-churn,10.0
-38.343388,-37.78711,test,non-churn,10.0
-71.86554,-2.729283,test,non-churn,10.0
59.030983,-13.365715,test,non-churn,10.0
39.166073,15.066826,test,non-churn,10.0
5.015454,49.009518,test,non-churn,10.0
17.585278,-19.672316,test,non-churn,10.0
-63.266327,24.299997,test,churn,10.0
14.625348,41.723007,test,non-churn,10.0
-42.9463,41.693855,test,non-churn,10.0
-66.41961,29.114481,test,churn,10.0
-30.789957,-7.377184,test,non-churn,10.0
-4.343022,19.50075,test,non-churn,10.0
-2.5568233,-41.524197,test,churn,10.0
24.688677,29.374039,test,non-churn,10.0
37.682167,-17.815054,test,non-churn,10.0
-62.366028,-33.87308,test,non-churn,10.0
75.04398,1.9927549,test,non-churn,10.0
3.1155024,22.600737,test,churn,10.0
-14.988071,12.610842,test,non-churn,10.0
-47.789654,1.0349817,test,non-churn,10.0
26.593668,60.231663,test,non-churn,10.0
-5.749749,-38.549225,test,non-churn,10.0
-21.462181,4.8771806,test,non-churn,10.0
-22.047642,24.242361,test,non-churn,10.0
-53.830074,35.49419,test,non-churn,10.0
15.845508,40.692116,test,non-churn,10.0
-59.787453,-35.093758,test,non-churn,10.0
-26.119722,-22.397886,test,non-churn,10.0
1.5438597,33.234566,test,churn,10.0
48.68254,31.853754,test,churn,10.0
-6.1487665,-36.089127,test,non-churn,10.0
70.791374,-17.973093,test,non-churn,10.0
-7.01153,-43.913094,test,non-churn,10.0
1.7407727,-1.6053663,test,non-churn,10.0
62.274906,21.139774,test,non-churn,10.0
-60.962994,-15.481424,test,non-churn,10.0
-42.28587,33.630196,test,non-churn,10.0
-51.96994,6.240309,test,non-churn,10.0
49.446003,-12.199026,test,non-churn,10.0
65.698364,-19.731905,test,non-churn,10.0
-25.157427,-30.849386,test,non-churn,10.0
36.53101,-1.299193,test,non-churn,10.0
-44.44754,-5.3362684,test,non-churn,10.0
46.966213,33.88982,test,non-churn,10.0
-28.186184,-40.16353,test,non-churn,10.0
-41.214996,37.321243,test,non-churn,10.0
40.09849,15.105859,test,non-churn,10.0
16.62528,-28.513636,test,non-churn,10.0
-37.458195,5.2942386,test,non-churn,10.0
-58.176537,-11.618547,test,non-churn,10.0
-41.07364,-55.95833,test,non-churn,10.0
-29.781038,-1.5445745,test,non-churn,10.0
-16.079859,-18.137259,test,non-churn,10.0
-5.0087132,-15.780058,test,non-churn,10.0
27.04951,-42.741676,test,non-churn,10.0
81.677124,5.3575826,test,non-churn,10.0
3.5242882,43.26582,test,non-churn,10.0
-9.600209,56.955406,test,churn,10.0
53.73232,18.79085,test,non-churn,10.0
5.9599466,6.31454,test,non-churn,10.0
69.58759,6.8159704,test,non-churn,10.0
-21.428352,-34.509895,test,non-churn,10.0
-21.710562,-18.92585,test,non-churn,10.0
-60.223347,16.063301,test,non-churn,10.0
41.665337,12.282906,test,non-churn,10.0
81.02883,4.551027,test,non-churn,10.0
-4.3727584,39.49435,test,non-churn,10.0
-13.509763,28.92043,test,churn,10.0
-47.50891,56.795258,test,non-churn,10.0
-13.877766,-25.402266,test,non-churn,10.0
84.53772,13.719742,test,non-churn,10.0
-48.28367,56.569622,test,non-churn,10.0
-43.54108,-45.32839,test,churn,10.0
-5.193104,-38.67638,test,non-churn,10.0
-1.80367,-17.706873,test,non-churn,10.0
11.559227,68.20188,test,non-churn,10.0
-23.258297,-40.411816,test,non-churn,10.0
68.668755,-33.213585,test,non-churn,10.0
64.15444,-21.637419,test,non-churn,10.0
1.7149347,15.819528,test,churn,10.0
83.87039,8.328527,test,non-churn,10.0
-48.901604,14.319584,test,churn,10.0
70.51382,-0.7377309,test,non-churn,10.0
1.7438891,-65.61817,test,non-churn,10.0
55.99298,-11.865387,test,non-churn,10.0
27.178759,-0.9986109,test,churn,10.0
81.003624,-0.17815615,test,non-churn,10.0
-25.459545,11.94684,test,non-churn,10.0
-10.98144,4.215982,test,non-churn,10.0
-57.23159,-12.40653,test,non-churn,10.0
-55.40794,-17.840952,test,non-churn,10.0
-0.89697987,-35.437523,test,non-churn,10.0
-17.872158,-67.95114,test,churn,10.0
0.9988773,12.948123,test,non-churn,10.0
86.6219,-7.258791,test,non-churn,10.0
-32.044884,-43.39733,test,non-churn,10.0
1.0082743,52.745144,test,non-churn,10.0
35.663593,-1.7877761,test,non-churn,10.0
-67.534096,12.112292,test,non-churn,10.0
-24.712948,-53.18758,test,non-churn,10.0
-55.7975,-30.597698,test,non-churn,10.0
85.739075,8.98131,test,non-churn,10.0
-30.30048,11.431196,test,non-churn,10.0
-33.38691,36.477062,test,non-churn,10.0
-17.727604,-38.680546,test,non-churn,10.0
-61.32243,30.055677,test,non-churn,10.0
-36.771698,-6.1650286,test,non-churn,10.0
-46.90925,-15.516142,test,non-churn,10.0
65.79188,0.50823677,test,non-churn,10.0
66.14322,-18.544846,test,non-churn,10.0
-6.727132,6.9671617,test,non-churn,10.0
86.293945,7.2182326,test,non-churn,10.0
9.505352,-18.107878,test,non-churn,10.0
56.962887,28.078241,test,non-churn,10.0
58.762115,17.756674,test,non-churn,10.0
-64.60306,4.456022,test,churn,10.0
42.010513,-28.489744,test,churn,10.0
-18.413094,-31.864595,test,churn,10.0
56.686234,-16.857218,test,non-churn,10.0
49.3679,-24.692356,test,non-churn,10.0
19.869684,45.175354,test,churn,10.0
10.891288,-19.053642,test,non-churn,10.0
43.707966,-20.877472,test,non-churn,10.0
-37.488255,-16.198246,test,non-churn,10.0
90.58513,0.192788,test,non-churn,10.0
-35.92526,4.70811,test,non-churn,10.0
64.94173,-9.395367,test,non-churn,10.0
-53.72588,-8.275444,test,non-churn,10.0
23.915205,10.935172,test,churn,10.0
-52.18296,-4.4881797,test,non-churn,10.0
-10.0164585,-28.024057,test,non-churn,10.0
-61.288097,21.616413,test,churn,10.0
46.764664,-7.4089293,test,non-churn,10.0
19.704254,55.118786,test,churn,10.0
8.075218,-37.581554,test,non-churn,10.0
-6.6311574,41.048737,test,non-churn,10.0
-5.2676735,22.468563,test,non-churn,10.0
79.68698,-7.311138,test,non-churn,10.0
-31.205585,-7.69381,test,non-churn,10.0
28.169815,0.68657357,test,churn,10.0
2.0043097,-1.7698705,test,non-churn,10.0
74.620544,-12.542131,test,non-churn,10.0
12.997738,-43.95711,test,non-churn,10.0
41.700584,8.678575,test,non-churn,10.0
65.45224,-6.901901,test,non-churn,10.0
81.99928,-21.700361,test,non-churn,10.0
9.974579,32.929096,test,non-churn,10.0
17.494001,-58.69387,test,non-churn,10.0
-75.54049,-21.974655,test,non-churn,10.0
7.8016353,42.14741,test,non-churn,10.0
3.6364458,14.875009,test,churn,10.0
-23.62448,48.64938,test,non-churn,10.0
-77.055695,-3.5726721,test,non-churn,10.0
16.794601,18.484076,test,non-churn,10.0
-61.998024,6.8418684,test,churn,10.0
87.562546,-2.0858796,test,non-churn,10.0
39.359955,-21.603188,test,non-churn,10.0
-47.87112,23.182133,test,non-churn,10.0
3.423398,41.097675,test,non-churn,10.0
9.932962,-46.05545,test,non-churn,10.0
-58.190735,-25.227272,test,churn,10.0
30.71861,46.181602,test,non-churn,10.0
-13.093218,-18.892796,test,non-churn,10.0
2.7993054,11.554434,test,non-churn,10.0
69.13742,-4.361457,test,non-churn,10.0
-41.339325,-24.755117,test,non-churn,10.0
-47.45289,-53.308002,test,non-churn,10.0
-68.12303,29.45008,test,churn,10.0
57.357487,-5.822153,test,non-churn,10.0
61.505352,30.511164,test,non-churn,10.0
32.654842,46.088623,test,non-churn,10.0
0.6801786,-16.844957,test,non-churn,10.0
-67.16467,30.833374,test,churn,10.0
1.8088281,-65.287,test,non-churn,10.0
72.51991,-15.761386,test,non-churn,10.0
-33.173824,-43.099354,test,non-churn,10.0
-60.620968,-8.203673,test,non-churn,10.0
-8.337313,-60.17466,test,non-churn,10.0
70.15843,34.814575,test,non-churn,10.0
10.862588,-19.42528,test,non-churn,10.0
-33.286194,-19.47139,test,non-churn,10.0
-36.797634,38.44531,test,non-churn,10.0
-6.9193296,-54.32774,test,non-churn,10.0
76.03143,8.133952,test,non-churn,10.0
-12.269074,5.772514,test,non-churn,10.0
42.666374,-19.328371,test,churn,10.0
73.23483,29.077063,test,non-churn,10.0
-11.622883,62.470158,test,churn,10.0
-31.981539,-37.38127,test,churn,10.0
-46.682827,-9.023136,test,non-churn,10.0
-43.2906,-8.520785,test,non-churn,10.0
-74.218765,-33.816326,test,churn,10.0
-22.318295,64.95967,test,non-churn,10.0
-15.507131,25.002573,test,churn,10.0
19.584076,-9.106485,test,churn,10.0
41.38114,12.088722,test,non-churn,10.0
-9.413188,7.6346407,test,non-churn,10.0
58.17412,-13.541448,test,non-churn,10.0
51.438515,37.02796,test,non-churn,10.0
-19.59303,-40.602062,test,non-churn,10.0
-72.41407,25.295872,test,non-churn,10.0
3.929441,-44.83781,test,non-churn,10.0
9.223485,-7.178787,test,non-churn,10.0
18.165504,17.232695,test,non-churn,10.0
75.52363,-20.335081,test,non-churn,10.0
-29.859425,-43.50544,test,non-churn,10.0
63.02401,-16.459549,test,non-churn,10.0
91.23341,-10.439794,test,churn,10.0
10.684835,-32.981377,test,non-churn,10.0
67.37457,7.3269696,test,non-churn,10.0
-25.314236,29.986254,test,non-churn,10.0
88.33718,-19.868572,test,non-churn,10.0
-23.998322,-0.8983987,test,non-churn,10.0
21.67088,-8.231906,test,churn,10.0
53.7339,-41.271564,test,non-churn,10.0
52.130383,1.6238118,test,non-churn,10.0
-37.83496,-3.9170918,test,non-churn,10.0
13.973182,-29.450731,test,non-churn,10.0
0.2526165,1.3984721,test,non-churn,10.0
-22.986649,32.41751,test,non-churn,10.0
35.016876,-21.114355,test,non-churn,10.0
-35.65588,9.29562,test,non-churn,10.0
-5.65697,45.5224,test,non-churn,10.0
14.029027,-26.34302,test,non-churn,10.0
15.485129,-37.504112,test,churn,10.0
81.30178,10.1892395,test,churn,10.0
-34.18834,3.9114323,test,non-churn,10.0
-7.432501,-43.252945,test,non-churn,10.0
53.14213,-7.755845,test,non-churn,10.0
-7.359316,-46.76822,test,non-churn,10.0
-17.568466,23.752417,test,churn,10.0
-45.638786,-17.619932,test,non-churn,10.0
-14.822853,-29.157265,test,non-churn,10.0
-54.06255,-25.55027,test,non-churn,10.0
-54.994884,10.218259,test,non-churn,10.0
-30.700588,-0.14498073,test,churn,10.0
-53.36043,-40.864674,test,non-churn,10.0
-31.546074,-25.47791,test,non-churn,10.0
-3.4649594,-39.38026,test,non-churn,10.0
46.244278,-29.40063,test,non-churn,10.0
59.26679,33.777733,test,non-churn,10.0
86.83613,-19.981892,test,non-churn,10.0
-62.251884,-18.273083,test,non-churn,10.0
40.88326,18.837797,test,non-churn,10.0
-14.842664,29.187958,test,non-churn,10.0
-18.493248,-21.295113,test,non-churn,10.0
-13.348355,35.058388,test,non-churn,10.0
23.807919,35.642498,test,non-churn,10.0
-5.3361487,31.979609,test,non-churn,10.0
-50.77348,-27.139923,test,non-churn,10.0
3.7720346,-19.148104,test,non-churn,10.0
-1.1581906,21.804937,test,non-churn,10.0
-28.494228,11.860044,test,non-churn,10.0
12.124964,-14.80531,test,non-churn,10.0
-1.6971722,-11.882323,test,churn,10.0
18.061058,-48.760223,test,churn,10.0
58.83079,-6.5777884,test,non-churn,10.0
53.75374,-36.56559,test,non-churn,10.0
-64.36718,-7.155919,test,non-churn,10.0
14.874369,42.311314,test,churn,10.0
1.6750066,-54.25203,test,non-churn,10.0
-14.18228,41.85386,test,non-churn,10.0
28.235277,47.949196,test,non-churn,10.0
-5.2206306,-36.872475,test,non-churn,10.0
55.88647,19.772669,test,non-churn,10.0
-67.585976,11.924892,test,non-churn,10.0
-5.415306,-2.4010658,test,non-churn,10.0
-14.55413,-0.1435923,test,non-churn,10.0
-24.953703,-9.30215,test,non-churn,10.0
48.16921,15.57149,test,non-churn,10.0
70.20732,26.469082,test,churn,10.0
-30.41476,29.706041,test,non-churn,10.0
-0.16970976,-22.240082,test,churn,10.0
64.15065,-6.7514005,test,non-churn,10.0
82.46365,0.9195344,test,non-churn,10.0
62.92283,21.676535,test,non-churn,10.0
-76.02599,-3.975884,test,churn,10.0
7.813067,-37.667553,test,non-churn,10.0
-36.090603,-53.66615,test,non-churn,10.0
