tsne_1,tsne_2,split,target
-48.03577,-0.6053505,train,non-churn
-43.96855,-4.070382,train,non-churn
-11.607571,-1.2650688,train,non-churn
34.598846,18.62181,train,non-churn
-39.33119,-27.563023,train,non-churn
34.86645,12.663651,train,churn
-44.841457,12.798249,train,churn
-23.038942,23.715443,train,non-churn
59.818447,-0.14738059,train,non-churn
29.8964,-8.417628,train,non-churn
-35.562256,7.7842817,train,non-churn
-32.664036,23.633364,train,non-churn
16.03112,-29.60383,train,churn
32.42355,-15.918954,train,non-churn
71.18979,6.026937,train,churn
11.836063,-24.775269,train,non-churn
-24.25686,-25.04532,train,non-churn
61.961124,13.659899,train,non-churn
46.99946,21.337233,train,non-churn
-19.243921,-13.922572,train,non-churn
47.270412,-0.18995973,train,non-churn
-3.7665668,-4.807477,train,non-churn
-5.4065475,-13.278212,train,non-churn
-36.0848,-3.8484015,train,non-churn
-3.7988858,-18.491478,train,non-churn
-54.67152,-7.0360804,train,churn
-9.763542,-22.150629,train,non-churn
57.154686,3.729883,train,non-churn
52.716465,22.698706,train,non-churn
-12.9371195,22.059328,train,non-churn
2.8948703,-33.73974,train,non-churn
59.482258,-17.328087,train,non-churn
-7.5245543,-8.503536,train,non-churn
-40.142914,27.099888,train,non-churn
5.0451074,-23.080544,train,non-churn
-33.243073,-23.732553,train,non-churn
-34.385323,-27.935444,train,non-churn
-26.475393,8.219374,train,non-churn
-9.888006,-7.3103814,train,non-churn
-46.821896,-12.157955,train,churn
66.90424,16.566193,train,non-churn
-4.8239627,-20.961117,train,non-churn
11.612179,2.866847,train,non-churn
-35.51489,-8.262452,train,non-churn
53.80691,15.150553,train,non-churn
-29.056871,-26.295954,train,churn
0.4573193,40.012993,train,non-churn
49.40526,4.284142,train,churn
19.446365,-4.4871964,train,non-churn
-18.8123,-20.90469,train,non-churn
-28.115383,7.907742,train,non-churn
43.9877,24.134611,train,non-churn
-25.69329,-5.122555,train,non-churn
11.376006,29.586334,train,churn
-29.455162,15.503779,train,non-churn
10.7069235,18.09958,train,non-churn
46.106537,-9.460948,train,non-churn
50.025322,10.73369,train,non-churn
12.318243,5.5857587,train,non-churn
-6.235533,-25.225924,train,non-churn
-32.934505,25.920856,train,non-churn
-43.160294,1.2925237,train,non-churn
19.761557,-21.572636,train,non-churn
39.042168,-4.8500752,train,non-churn
-44.473434,-10.752144,train,non-churn
12.351265,-3.4184954,train,non-churn
-28.849203,-19.882324,train,non-churn
-27.259298,3.00402,train,non-churn
45.514004,12.4311495,train,non-churn
1.4911357,-2.3438957,train,non-churn
2.1014638,-10.7933445,train,non-churn
-42.595512,-28.382385,train,non-churn
59.11042,-17.837448,train,non-churn
-30.02325,-21.763563,train,non-churn
66.22786,-6.944856,train,non-churn
56.568024,-1.6979828,train,non-churn
70.12224,1.638679,train,non-churn
-21.75196,-21.905714,train,non-churn
3.0622637,2.568003,train,non-churn
-30.86929,-4.1278396,train,non-churn
12.605656,-15.425786,train,non-churn
49.216778,-10.582092,train,non-churn
0.7562189,-21.671755,train,non-churn
11.9585705,-6.7421384,train,non-churn
-11.594437,-26.832085,train,non-churn
3.232911,41.752678,train,non-churn
66.18368,0.96823585,train,non-churn
4.822575,14.215069,train,non-churn
-53.731598,6.6986656,train,non-churn
17.419685,11.677751,train,non-churn
-37.536724,5.348425,train,non-churn
59.967033,-1.6023961,train,non-churn
-23.584932,-4.711963,train,non-churn
-2.4340446,-15.260685,train,non-churn
-9.923066,21.4349,train,non-churn
16.707941,-8.89785,train,non-churn
0.42049032,-30.492445,train,non-churn
-15.19036,13.441808,train,non-churn
64.56301,3.021938,train,non-churn
-8.951927,-9.802522,train,non-churn
1.0856797,-14.307117,train,non-churn
67.40864,5.704852,train,non-churn
-25.878754,12.663813,train,non-churn
-3.503875,-33.405518,train,churn
-29.794006,-5.581814,train,non-churn
53.971416,7.3243766,train,churn
-20.31513,7.9455276,train,non-churn
-11.902467,-17.803822,train,non-churn
2.9915195,-35.34125,train,non-churn
-35.39721,-23.663527,train,non-churn
-9.505591,23.85235,train,non-churn
59.278942,5.418392,train,non-churn
1.2429336,3.1380851,train,churn
-20.990915,9.709778,train,non-churn
10.016153,13.714774,train,non-churn
-31.755724,-33.021664,train,churn
63.85302,14.495073,train,non-churn
12.775899,-21.247097,train,non-churn
50.284786,16.061588,train,non-churn
37.535133,-6.0078077,train,non-churn
-8.425155,1.0055792,train,non-churn
48.02971,-7.786464,train,non-churn
49.030006,12.352584,train,non-churn
14.4443865,18.457066,train,churn
-11.587083,27.9401,train,non-churn
51.841503,-1.708998,train,non-churn
64.67472,-12.781355,train,churn
59.934204,15.26733,train,non-churn
-31.899086,32.169666,train,non-churn
-17.051369,2.9657836,train,non-churn
57.196167,15.941374,train,non-churn
6.1084714,-12.240244,train,non-churn
14.124546,21.991123,train,churn
-15.540977,9.652456,train,non-churn
64.04113,0.48004532,train,non-churn
8.661805,23.324135,train,churn
49.597343,-12.287788,train,non-churn
-11.563042,6.329339,train,non-churn
-2.7338758,-0.52539253,train,non-churn
56.38597,22.245419,train,non-churn
4.4892673,21.5892,train,churn
2.9894397,2.4430218,train,non-churn
-10.394526,-12.882013,train,non-churn
-31.12789,-0.8873984,train,non-churn
52.726913,19.699383,train,non-churn
21.01667,-22.366274,train,non-churn
-0.91113245,-19.197039,train,non-churn
68.29783,10.275701,train,non-churn
43.045036,16.537148,train,non-churn
71.31288,6.087291,train,non-churn
-20.46489,5.028885,train,non-churn
-35.546818,-26.322067,train,non-churn
18.5054,-5.9722404,train,non-churn
-26.721401,6.1627374,train,non-churn
1.5552233,-10.815256,train,non-churn
42.549927,7.523152,train,non-churn
51.017933,-8.328454,train,non-churn
-23.102682,9.673008,train,non-churn
-28.996082,-12.615076,train,non-churn
42.61681,24.393255,train,non-churn
31.530998,-9.512686,train,non-churn
-32.285572,-2.4401035,train,non-churn
37.905247,-18.25228,train,non-churn
2.7052808,10.919443,train,churn
53.999588,-5.5385036,train,non-churn
-42.726036,19.19624,train,non-churn
12.027259,6.7952247,train,non-churn
51.351837,12.80654,train,non-churn
45.420536,-0.8658953,train,non-churn
52.703762,2.6434453,train,non-churn
7.9554358,-21.81628,train,non-churn
-5.6152205,14.603709,train,non-churn
-17.958315,-39.34978,train,churn
-41.499825,-2.8040445,train,non-churn
-15.967193,2.3583815,train,non-churn
-8.524044,-12.414268,train,non-churn
-20.88565,-33.46026,train,non-churn
45.267075,23.151974,train,non-churn
56.50408,-14.5857,train,non-churn
61.585426,17.161766,train,non-churn
46.21682,0.69213796,train,non-churn
60.696873,-7.0776124,train,non-churn
-50.954536,-0.55077577,train,churn
-8.516356,-16.073536,train,non-churn
10.484449,14.174368,train,non-churn
-30.632395,3.2361913,train,non-churn
-20.32359,24.440071,train,non-churn
-9.116202,-7.458922,train,non-churn
-21.814032,-23.30505,train,non-churn
-23.158287,21.690048,train,non-churn
46.282074,0.71129274,train,non-churn
-30.261618,-4.4864445,train,non-churn
-22.8743,-12.162982,train,non-churn
-26.53948,11.567901,train,non-churn
14.937222,-6.4082255,train,non-churn
-9.642954,22.593065,train,non-churn
51.036594,-19.879381,train,non-churn
67.04729,3.9553318,train,non-churn
5.683603,-16.601212,train,non-churn
-36.026035,10.214824,train,non-churn
-10.924725,12.857936,train,churn
-27.981346,-6.3014097,train,churn
-7.834604,6.238129,train,non-churn
-12.193252,27.686398,train,non-churn
34.483593,7.753881,train,non-churn
36.064167,12.265605,train,churn
13.216448,12.01959,train,non-churn
6.188349,12.6777115,train,non-churn
60.5194,11.050186,train,non-churn
-23.069462,29.534199,train,non-churn
9.958843,19.385021,train,non-churn
5.449901,-15.2728615,train,non-churn
-39.713806,13.579849,train,non-churn
-9.135287,-10.48548,train,non-churn
15.317767,5.790759,train,non-churn
-3.1722434,14.896636,train,non-churn
65.5997,17.50153,train,churn
-13.826158,-18.119183,train,non-churn
-21.392378,-36.02792,train,non-churn
-28.103119,13.002428,train,non-churn
51.663662,22.503752,train,churn
-5.581752,6.294457,train,non-churn
49.299904,3.9909728,train,non-churn
-33.788937,-9.475489,train,non-churn
-16.049623,16.877584,train,non-churn
40.319298,17.270746,train,churn
-17.608263,23.356604,train,non-churn
61.285023,7.64451,train,non-churn
7.25862,27.133339,train,non-churn
14.968049,18.490797,train,churn
-16.824654,0.56062186,train,non-churn
64.0674,14.239775,train,non-churn
45.79073,5.1140885,train,non-churn
8.408671,-11.026919,train,churn
-36.18913,-13.7138,train,non-churn
-38.838203,-1.0811483,train,churn
-11.885267,-12.281791,train,non-churn
-24.262613,-35.926052,train,non-churn
-4.705345,9.804947,train,non-churn
10.080691,18.586235,train,churn
36.859413,15.078653,train,non-churn
30.628069,0.67807513,train,non-churn
-2.5669272,-18.412989,train,non-churn
0.059124928,-4.4328074,train,non-churn
-24.281334,-16.605497,train,non-churn
-43.46433,1.0241678,train,non-churn
60.19323,3.7910552,train,non-churn
4.795294,0.12765892,train,non-churn
-29.509453,2.965388,train,non-churn
-40.16171,4.6029468,train,non-churn
54.46762,4.9113474,train,non-churn
70.54583,3.2953622,train,non-churn
-21.333866,9.674795,train,non-churn
-1.2472907,-29.183296,train,non-churn
2.7018213,-11.00272,train,churn
-48.71813,7.0750694,train,non-churn
-23.946167,21.243895,train,non-churn
-20.021809,1.284829,train,churn
5.909679,32.23722,train,non-churn
-41.350735,-12.727885,train,non-churn
-25.424957,-27.284918,train,non-churn
-30.502018,19.910398,train,churn
-17.360264,17.091623,train,non-churn
-5.927095,29.714237,train,non-churn
-4.6748967,27.966349,train,non-churn
-1.9940357,12.074294,train,non-churn
-42.014755,23.837183,train,non-churn
68.2309,12.740768,train,non-churn
-7.3122554,27.331099,train,non-churn
-1.2669615,29.330172,train,non-churn
53.220875,8.361855,train,non-churn
-16.239004,-19.118193,train,non-churn
-21.334257,-5.5852623,train,churn
17.08628,-12.848898,train,non-churn
-29.974115,-19.208792,train,non-churn
33.292908,17.337273,train,churn
18.954763,3.3886764,train,non-churn
-9.88357,-31.022516,train,non-churn
53.532192,-16.837023,train,non-churn
-0.55073375,27.604778,train,non-churn
42.628796,0.7033212,train,non-churn
-44.53913,5.131338,train,churn
4.0352044,13.870577,train,non-churn
-23.660532,-27.987532,train,churn
-27.872032,13.129732,train,non-churn
1.3305881,23.328215,train,churn
-17.378345,32.79862,train,non-churn
60.05465,21.108688,train,non-churn
8.184538,-29.542397,train,non-churn
0.3679443,10.556935,train,churn
-13.2939415,2.868207,train,churn
-34.172443,-28.646502,train,non-churn
-39.12786,0.20042838,train,non-churn
42.212948,10.376565,train,non-churn
-53.653397,-10.407694,train,churn
-39.258286,30.002146,train,non-churn
50.060562,8.806841,train,non-churn
-27.773746,26.189283,train,non-churn
-23.800259,-11.206069,train,non-churn
32.375927,-7.087175,train,non-churn
-27.958233,-22.576765,train,non-churn
-38.337406,1.2702852,train,churn
-9.321311,6.0784383,train,non-churn
-36.436398,-2.3029516,train,non-churn
-2.889553,-34.6831,train,non-churn
40.26819,7.5716147,train,non-churn
-21.719757,-25.875887,train,churn
0.45121458,-23.110683,train,non-churn
-27.699589,16.100195,train,non-churn
-53.773556,-0.8560722,train,non-churn
-1.0547004,24.421116,train,non-churn
-37.67183,4.5279317,train,non-churn
3.1377854,26.746376,train,churn
49.028057,5.860265,train,non-churn
39.85881,-8.645384,train,non-churn
-49.72385,20.386541,train,churn
41.983086,-9.397732,train,non-churn
56.7814,10.015583,train,non-churn
-33.839638,-21.048204,train,non-churn
49.473873,1.9621747,train,non-churn
51.312466,16.094883,train,non-churn
-3.1957366,-30.858303,train,non-churn
-27.370209,26.626986,train,non-churn
55.726994,16.676266,train,non-churn
0.5213714,-33.216663,train,non-churn
10.463674,9.600586,train,non-churn
-34.418503,-5.691332,train,non-churn
-9.379789,7.2332916,train,non-churn
39.511433,8.76198,train,non-churn
16.151545,-7.4795933,train,churn
-47.079487,-6.7567706,train,non-churn
33.440174,12.574086,train,non-churn
0.3629521,10.549422,train,non-churn
59.83903,-0.3302751,train,non-churn
6.0947733,25.525816,train,non-churn
4.2430573,40.896873,train,non-churn
-31.718887,10.444835,train,non-churn
-4.221467,-27.457502,train,non-churn
37.434887,21.26107,train,non-churn
3.7896812,-2.4465916,train,non-churn
60.742336,14.689311,train,non-churn
-22.683882,-22.14115,train,non-churn
-2.2158854,-6.4863005,train,non-churn
57.751297,-16.140005,train,non-churn
-23.182981,-15.397906,train,non-churn
-40.43518,19.475004,train,non-churn
6.9727845,-7.599692,train,non-churn
30.654644,4.5660467,train,non-churn
16.045698,3.6073744,train,non-churn
-34.207462,-14.459425,train,churn
57.367565,-0.56017727,train,non-churn
59.51037,-9.993915,train,non-churn
50.045345,10.662332,train,non-churn
-32.87166,1.4996095,train,non-churn
0.5990219,-21.352505,train,non-churn
-20.011992,35.770866,train,non-churn
45.450737,7.6220765,train,non-churn
60.540356,10.551705,train,non-churn
37.463543,4.724565,train,non-churn
50.7277,11.735112,train,churn
47.5054,3.1507733,train,non-churn
30.728777,9.411926,train,non-churn
-48.09409,12.580246,train,non-churn
-26.317873,27.057104,train,non-churn
15.587873,-5.1941576,train,non-churn
50.010784,-1.4515185,train,non-churn
-16.864529,13.046593,train,churn
4.3806553,-7.801018,train,non-churn
-15.277663,-35.698463,train,non-churn
24.82282,9.440993,train,non-churn
-9.018152,-15.538688,train,non-churn
5.5244765,31.94592,train,non-churn
0.63937706,18.459614,train,non-churn
11.192061,-2.3449392,train,non-churn
50.263336,4.8251743,train,non-churn
-31.757626,-22.91634,train,non-churn
47.662743,-3.7287076,train,non-churn
43.545025,-5.076781,train,churn
-14.614489,18.161545,train,non-churn
49.098274,12.864787,train,non-churn
-5.658445,-31.307344,train,non-churn
-23.242857,-16.229889,train,non-churn
-21.030457,-20.4271,train,non-churn
-14.2884865,12.137225,train,non-churn
-23.771648,27.160513,train,non-churn
-11.619512,10.130086,train,non-churn
5.320083,-5.6056714,train,non-churn
-21.961325,11.146259,train,non-churn
-14.764304,-14.347928,train,non-churn
5.276505,-24.939354,train,non-churn
65.41653,20.465689,train,churn
39.879974,8.682739,train,non-churn
50.028316,-15.622588,train,non-churn
47.716965,20.538877,train,non-churn
-13.95436,22.780424,train,non-churn
10.094115,-9.691531,train,churn
-53.16589,-0.15930778,train,non-churn
-22.952805,-20.025528,train,non-churn
-9.312375,4.789786,train,non-churn
9.908787,7.1615453,train,non-churn
62.596798,12.476401,train,non-churn
-28.816738,-10.233024,train,non-churn
42.787132,-6.713814,train,non-churn
-23.080578,8.255987,train,non-churn
-23.477427,-28.475285,train,non-churn
-30.701103,-13.514047,train,churn
-31.440556,-15.31015,train,non-churn
-43.187416,-22.334091,train,non-churn
65.59081,-3.400964,train,non-churn
-0.95240986,-12.267773,train,non-churn
-28.579262,31.270311,train,non-churn
-40.7691,20.911345,train,non-churn
-32.734146,-19.561064,train,non-churn
-48.926136,-6.31431,train,non-churn
38.658947,18.77074,train,churn
15.089031,-7.885432,train,non-churn
70.26914,2.2982886,train,non-churn
-6.971113,-9.488265,train,non-churn
-32.94112,23.351562,train,non-churn
-29.08111,16.329914,train,non-churn
-8.67168,21.780912,train,non-churn
54.586327,22.979528,train,non-churn
-39.688873,4.4140086,train,non-churn
-17.136232,-23.174988,train,non-churn
-25.195988,0.021789575,train,non-churn
17.258018,11.718882,train,non-churn
46.593773,-2.634705,train,non-churn
-15.885806,-21.703966,train,non-churn
-14.125552,21.428463,train,non-churn
46.37545,20.129194,train,non-churn
-46.26815,10.512357,train,non-churn
-30.977201,9.1323595,train,non-churn
4.186283,-21.721094,train,non-churn
-39.91275,15.512731,train,churn
-14.438337,1.299195,train,non-churn
-7.4773145,15.887233,train,non-churn
41.327415,2.9569163,train,non-churn
-1.0661219,19.481392,train,non-churn
-30.949366,9.7039585,train,non-churn
3.296065,-21.30993,train,non-churn
-31.940973,32.739624,train,non-churn
39.296566,-11.863174,train,non-churn
-30.7441,21.569733,train,non-churn
-7.6731806,-22.651567,train,churn
-42.620434,4.1150117,train,churn
5.4518204,20.609325,train,churn
46.428337,-14.362997,train,churn
-22.26312,-36.165577,train,churn
-34.48532,-33.79692,train,churn
11.34835,-18.167255,train,non-churn
-27.885881,28.350595,train,non-churn
34.0253,12.946962,train,churn
-9.387327,3.037253,train,churn
-42.64686,-30.370619,train,non-churn
12.561799,-20.662369,train,non-churn
43.779873,3.9386594,train,non-churn
-24.107285,-28.802114,train,non-churn
-1.2849689,-17.987104,train,non-churn
54.501575,-11.482009,train,non-churn
-32.36189,32.82547,train,non-churn
10.288522,-4.505575,train,non-churn
-15.968473,4.6241317,train,non-churn
-5.645383,3.1315894,train,non-churn
4.0229993,-19.247927,train,churn
9.1658,-13.0207815,train,non-churn
13.050714,-18.978346,train,non-churn
49.642887,-5.702479,train,non-churn
59.600346,2.388665,train,non-churn
59.554802,3.453585,train,non-churn
-9.094057,-18.090427,train,non-churn
-31.370182,1.1926221,train,non-churn
52.60457,-8.990632,train,non-churn
-12.067584,-12.1009245,train,non-churn
33.07716,-5.8774323,train,non-churn
20.100393,-8.973962,train,non-churn
58.22508,3.319405,train,non-churn
57.53392,4.5903635,train,non-churn
-32.127228,-17.679884,train,non-churn
-4.563927,-24.922894,train,non-churn
19.648098,-21.506437,train,non-churn
61.845997,-2.776266,train,non-churn
60.430744,-12.834226,train,non-churn
57.230347,20.525076,train,non-churn
-8.488119,-2.7257369,train,non-churn
17.313046,-13.048503,train,non-churn
-1.9603591,6.4462523,train,non-churn
48.595337,-12.035661,train,non-churn
70.54307,2.9593692,train,non-churn
38.002213,-2.2509542,train,non-churn
-19.436882,-14.246059,train,non-churn
60.839745,9.492949,train,non-churn
-31.93186,-23.039513,train,non-churn
-33.913956,-34.57093,train,churn
-17.614248,-11.512329,train,non-churn
-37.9293,-29.647453,train,non-churn
-36.087585,-28.003052,train,non-churn
-19.347918,-10.599327,train,non-churn
46.4379,4.9958253,train,non-churn
47.98642,22.371891,train,non-churn
-40.63761,-10.784064,train,non-churn
62.90639,9.994227,train,non-churn
-57.736275,2.954757,train,churn
30.56535,9.4420805,train,non-churn
44.09396,20.755222,train,non-churn
-35.297436,-31.87015,train,non-churn
41.10719,-3.1174102,train,non-churn
-39.74236,0.2986359,train,non-churn
-20.820847,-34.717358,train,non-churn
61.186146,-2.2108066,train,non-churn
-21.6658,20.638126,train,non-churn
0.02797435,27.919708,train,non-churn
-18.041267,30.520964,train,churn
-16.129812,-38.124138,train,non-churn
-42.93049,-20.369421,train,non-churn
-24.39607,-27.935047,train,non-churn
11.692693,14.962573,train,churn
54.208576,-13.763965,train,non-churn
48.048103,10.485498,train,non-churn
12.148478,-6.7126822,train,non-churn
-11.404197,-8.059333,train,non-churn
-30.707882,5.721218,train,non-churn
65.07392,-1.4691014,train,non-churn
-3.278508,-18.419586,train,non-churn
-9.863289,6.1350746,train,non-churn
12.678056,-21.139984,train,non-churn
0.84246284,25.565487,train,non-churn
-55.24307,-5.4411354,train,non-churn
10.328543,-22.539383,train,non-churn
-43.081573,-22.099394,train,non-churn
-29.548624,-2.9019387,train,non-churn
58.25945,9.380904,train,non-churn
-34.717514,9.138583,train,non-churn
12.517188,23.526203,train,churn
-20.320818,-3.1305254,train,non-churn
-25.706354,-9.493201,train,non-churn
-41.97671,9.209355,train,non-churn
-15.13211,-34.583946,train,non-churn
-56.514202,-7.562917,train,churn
-39.191124,-29.54539,train,non-churn
-34.814217,16.781384,train,non-churn
52.678318,-10.941788,train,non-churn
-51.88821,-18.245825,train,churn
50.14907,-20.820868,train,non-churn
54.135002,20.581139,train,non-churn
2.1394558,25.584396,train,non-churn
38.35885,6.1903267,train,non-churn
18.017214,-5.0259824,train,non-churn
-11.604582,-18.739239,train,non-churn
49.36214,-11.932339,train,non-churn
-23.778683,-8.57477,train,non-churn
51.340164,27.060234,train,non-churn
9.409673,21.48731,train,churn
53.043587,14.422591,train,non-churn
41.191517,16.491373,train,non-churn
-29.482746,3.8079479,train,non-churn
-2.5590954,-6.624455,train,non-churn
30.956852,-3.2937927,train,non-churn
59.299744,2.8657186,train,non-churn
-36.20664,-13.8042755,train,non-churn
-24.045574,-8.175816,train,non-churn
-50.68015,0.079918705,train,churn
-38.827007,-2.0493617,train,non-churn
-6.33965,-3.540907,train,non-churn
8.090347,-4.8403144,train,non-churn
-20.51925,12.317613,train,non-churn
-37.91326,8.637486,train,churn
-20.345917,23.055676,train,non-churn
65.19335,17.725863,train,non-churn
-7.714425,3.5382388,train,non-churn
-9.1371355,-0.5203398,train,non-churn
-7.6782365,2.8940523,train,non-churn
-5.393213,2.222031,train,non-churn
61.474926,-0.56539494,train,non-churn
38.467045,-13.771681,train,non-churn
-10.491206,-37.641926,train,churn
11.668088,21.698002,train,churn
-26.028381,-33.3379,train,non-churn
-1.0174502,-22.275541,train,non-churn
-35.478733,-27.15143,train,non-churn
-8.898674,-21.887041,train,non-churn
5.7198706,32.05761,train,non-churn
41.492287,-0.015172258,train,non-churn
2.4787402,25.146532,train,churn
4.8231583,1.1179801,train,churn
41.515797,13.338313,train,non-churn
-24.185884,3.3455973,train,non-churn
16.61887,5.2026267,train,churn
43.887344,24.4702,train,non-churn
-1.3899671,19.376945,train,non-churn
9.499419,16.84083,train,non-churn
-18.655115,1.0173142,train,non-churn
47.765152,16.651255,train,non-churn
-28.114368,23.62104,train,non-churn
-34.334488,-34.83461,train,churn
-32.83043,-22.290344,train,non-churn
-19.80528,14.5315075,train,non-churn
-17.14341,-11.143214,train,non-churn
-29.814545,-2.5260446,train,non-churn
-40.43022,-34.10059,train,non-churn
35.683113,18.269802,train,non-churn
46.393665,12.699594,train,non-churn
-23.156883,-17.766958,train,non-churn
-40.678978,1.9126338,train,churn
40.92045,7.0545,train,non-churn
5.9201083,-13.856503,train,non-churn
-39.120792,-8.582139,train,non-churn
-37.294834,-6.4415903,train,non-churn
6.3827786,4.1459355,train,churn
67.58932,6.890309,train,non-churn
50.57808,-20.300474,train,non-churn
-35.245693,31.70301,train,non-churn
-12.31365,21.369087,train,non-churn
-29.399214,4.7468653,train,non-churn
-38.280922,-18.052628,train,churn
68.2751,16.060997,train,non-churn
5.8531833,23.242188,train,non-churn
-28.45881,0.97800195,train,churn
-13.276868,-27.326954,train,non-churn
-18.755278,-26.184355,train,churn
-29.155159,11.15624,train,non-churn
-38.438316,18.411459,train,churn
33.80831,2.1430132,train,non-churn
35.207035,2.609798,train,non-churn
-31.068405,-0.7214091,train,non-churn
-22.101065,-24.99056,train,non-churn
58.17749,9.668294,train,non-churn
-21.692259,12.136061,train,non-churn
64.944305,10.108291,train,non-churn
-8.031435,-22.06038,train,non-churn
54.322563,14.019258,train,non-churn
-40.714397,7.471453,train,churn
2.6716726,20.719849,train,churn
47.924206,-5.3678193,train,non-churn
-13.053388,-5.7881403,train,churn
-3.8200045,23.498184,train,non-churn
-32.331585,17.281952,train,non-churn
11.711947,-2.2084298,train,non-churn
58.83072,-13.44488,train,non-churn
-33.546658,8.8593445,train,non-churn
66.20831,6.6415887,train,non-churn
0.13429968,16.774757,train,churn
35.16712,-5.4896307,train,non-churn
-14.696525,-20.993118,train,non-churn
53.172897,24.569284,train,non-churn
-40.8251,-6.225924,train,churn
43.894596,7.208143,train,non-churn
54.832428,-7.7644854,train,non-churn
53.84202,10.220058,train,non-churn
-26.3929,9.743909,train,non-churn
-0.67908275,-8.439041,train,non-churn
-22.598753,17.29542,train,non-churn
-38.96645,10.758985,train,churn
54.020008,6.763359,train,non-churn
-30.348215,-10.616798,train,non-churn
35.92234,-9.955737,train,non-churn
-36.534225,11.098156,train,non-churn
15.680554,-5.2304845,train,non-churn
-20.257849,7.930524,train,non-churn
33.07008,22.44937,train,non-churn
-15.705737,17.412962,train,non-churn
-24.24704,-27.972582,train,churn
21.067915,1.0492238,train,non-churn
-41.00809,-30.241034,train,non-churn
-31.025875,-28.448051,train,non-churn
-14.599983,-10.20648,train,non-churn
-36.280006,-16.528784,train,non-churn
-55.577938,2.3367302,train,non-churn
-2.3844843,-3.6174715,train,non-churn
-54.863297,-5.168918,train,non-churn
-53.379074,13.949683,train,non-churn
-22.282848,1.0174667,train,non-churn
-52.572273,-22.515423,train,non-churn
-27.397285,14.775365,train,non-churn
44.825424,-9.538049,train,non-churn
53.30676,-0.2527515,train,non-churn
-22.409462,1.1279864,train,non-churn
-27.764812,-15.470343,train,non-churn
-4.5516276,15.322189,train,non-churn
32.81356,-3.203547,train,non-churn
-54.063118,6.499895,train,non-churn
32.587833,19.579111,train,non-churn
7.0985575,-1.832076,train,non-churn
-12.477593,21.958483,train,non-churn
67.7491,15.418948,train,non-churn
51.47907,12.162895,train,non-churn
-23.088673,35.556847,train,churn
30.419714,-3.2115965,train,non-churn
-44.374577,-25.752104,train,non-churn
43.134296,11.762316,train,non-churn
-37.771534,-25.208672,train,non-churn
35.080612,16.541233,train,churn
-33.7678,-17.944315,train,churn
46.90248,-12.048412,train,non-churn
46.09768,26.465214,train,non-churn
-0.7787873,-27.036974,train,non-churn
-54.376404,-14.925152,train,churn
14.002846,16.662077,train,churn
54.57699,3.924416,train,non-churn
3.076075,-33.56174,train,non-churn
-10.475407,-35.325356,train,non-churn
-6.1532574,11.401741,train,non-churn
-11.037148,23.434479,train,non-churn
-40.816833,2.453954,train,churn
4.990984,0.5112615,train,non-churn
-20.661814,21.232754,train,non-churn
-15.167126,21.727228,train,non-churn
53.221066,17.31385,train,churn
-56.124905,1.9717473,train,churn
-21.061527,35.673973,train,non-churn
-39.159843,-4.9632654,train,non-churn
11.20802,22.52563,train,churn
66.87291,-6.086827,train,non-churn
-1.0696621,27.171597,train,non-churn
-38.046295,-19.212294,train,churn
-34.68412,15.640926,train,non-churn
-31.842564,10.347669,train,non-churn
-20.542297,-8.768821,train,non-churn
-18.382912,17.361609,train,non-churn
6.381148,-5.087523,train,non-churn
-31.708551,7.7549515,train,non-churn
-34.931503,4.4577675,train,non-churn
-45.496807,8.782952,train,churn
-23.180061,2.6655464,train,non-churn
-33.215805,-13.921208,train,churn
-41.276844,7.46964,train,churn
60.363293,-13.450626,train,non-churn
44.837914,28.860447,train,non-churn
-42.98446,22.765512,train,non-churn
0.3935313,-31.568144,train,non-churn
69.09343,-6.1060815,train,churn
-9.768122,23.485233,train,non-churn
-15.679311,-33.06691,train,non-churn
-11.241046,-9.378126,train,churn
-42.578712,4.2307506,train,churn
-19.595907,-1.0026844,train,non-churn
-0.1626269,-14.277632,train,churn
41.345234,-10.449589,train,non-churn
-43.15879,-7.9047446,train,non-churn
-15.789114,2.1732895,train,non-churn
43.369556,-8.507914,train,churn
33.767056,22.871183,train,churn
-15.922455,12.001539,train,non-churn
50.33026,20.809391,train,non-churn
58.989273,13.503371,train,non-churn
37.146214,6.483705,train,non-churn
5.288377,-24.769705,train,non-churn
15.828434,10.199677,train,non-churn
10.7305,23.9872,train,churn
-5.025652,-5.42373,train,non-churn
48.53002,22.993193,train,non-churn
4.246829,-37.377052,train,non-churn
-33.138023,-20.293758,train,non-churn
-28.660648,-20.04239,train,non-churn
-34.4116,7.1673484,train,non-churn
-4.6274853,1.8244385,train,non-churn
8.987206,10.912631,train,non-churn
-27.003544,-31.429632,train,non-churn
-20.305096,7.8710885,train,non-churn
-25.900866,11.94937,train,non-churn
-3.3061628,11.471801,train,non-churn
-25.006021,24.852858,train,non-churn
-32.56275,-23.509384,train,non-churn
-23.436983,-14.126453,train,non-churn
-40.38097,-19.950893,train,non-churn
-43.169662,-7.607784,train,churn
43.71614,-4.1433764,train,churn
-20.01623,5.1455503,train,non-churn
50.04065,26.716068,train,non-churn
60.200893,-6.9479275,train,non-churn
-8.042605,-4.606226,train,churn
-20.248718,-16.079489,train,non-churn
-6.2365623,-31.88348,train,non-churn
-30.364088,12.301533,train,non-churn
-21.253057,-22.141134,train,non-churn
